dteday,casual,registered,cnt,temp,atemp,hum,windspeed,season,yr,mnth,holiday,weekday,workingday,weathersit
2011-02-03,61,1489,1550.0,0.18695652173913044,0.1778782608695652,0.43782608695652175,0.27775217391304347,Spring,2011,2,0,4,1,Clear
2011-02-04,88,1620,1708.0,0.21130434782608698,0.22858695652173913,0.5852173913043479,0.12783913043478262,Spring,2011,2,0,5,1,Misty
2011-02-05,100,905,1005.0,0.2333333333333333,0.24305833333333335,0.9291666666666667,0.16107916666666666,Spring,2011,2,0,6,0,Misty
2011-02-06,354,1269,1623.0,0.28583333333333333,0.2916708333333333,0.5683333333333334,0.1418,Spring,2011,2,0,0,0,Clear
2011-02-07,120,1592,1712.0,0.27166666666666667,0.3036583333333333,0.7383333333333333,0.045408333333333335,Spring,2011,2,0,1,1,Clear
2011-02-08,64,1466,1530.0,0.22083333333333333,0.19824583333333334,0.5379166666666667,0.36195,Spring,2011,2,0,2,1,Misty
2011-02-09,53,1552,1605.0,0.13478260869565217,0.14428260869565215,0.4947826086956522,0.18883913043478262,Spring,2011,2,0,3,1,Clear
2011-02-10,47,1491,1538.0,0.14434782608695654,0.14954782608695652,0.4373913043478261,0.22193478260869565,Spring,2011,2,0,4,1,Light Snow/Rain
2011-02-11,149,1597,1746.0,0.1890909090909091,0.2135090909090909,0.5063636363636363,0.10855000000000001,Spring,2011,2,0,5,1,Clear
2011-02-12,288,1184,1472.0,0.2225,0.23295416666666666,0.5441666666666667,0.20336666666666667,Spring,2011,2,0,6,0,Clear
2011-02-13,397,1192,1589.0,0.3165217391304348,0.32411304347826086,0.45739130434782604,0.26088260869565216,Spring,2011,2,0,0,0,Clear
2011-02-14,208,1705,1913.0,0.41500000000000004,0.39835,0.3758333333333333,0.4179083333333333,Spring,2011,2,0,1,1,Clear
2011-02-15,140,1675,1815.0,0.26608695652173914,0.25427391304347824,0.31434782608695655,0.29137391304347826,Spring,2011,2,0,2,1,Clear
2011-02-16,218,1897,2115.0,0.31826086956521743,0.3162,0.42347826086956525,0.2517913043478261,Spring,2011,2,0,3,1,Clear
2011-02-17,259,2216,2475.0,0.43583333333333335,0.4286583333333333,0.505,0.23010416666666667,Spring,2011,2,0,4,1,Clear
2011-02-18,579,2348,2927.0,0.5216666666666666,0.5119833333333333,0.5166666666666667,0.264925,Spring,2011,2,0,5,1,Clear
2011-02-19,532,1103,1635.0,0.39916666666666667,0.3914041666666667,0.18791666666666665,0.5074625,Spring,2011,2,0,6,0,Clear
2011-02-20,639,1173,1812.0,0.28521739130434787,0.27733043478260866,0.40782608695652167,0.22323478260869567,Spring,2011,2,0,0,0,Clear
2011-02-21,195,912,1107.0,0.30333333333333334,0.284075,0.605,0.3078458333333333,Spring,2011,2,1,1,0,Misty
2011-02-22,74,1376,1450.0,0.18222222222222223,0.18603333333333336,0.5777777777777778,0.19568333333333332,Spring,2011,2,0,2,1,Misty
2011-02-23,139,1778,1917.0,0.2217391304347826,0.2457173913043478,0.4230434782608696,0.09411304347826087,Spring,2011,2,0,3,1,Clear
2011-02-24,100,1707,1807.0,0.2956521739130435,0.2891913043478261,0.697391304347826,0.25049565217391306,Spring,2011,2,0,4,1,Clear
2011-02-25,120,1341,1461.0,0.36434782608695654,0.3504608695652173,0.7121739130434782,0.34653913043478257,Spring,2011,2,0,5,1,Light Snow/Rain
2011-02-26,424,1545,1969.0,0.28250000000000003,0.2821916666666667,0.5379166666666667,0.18657083333333335,Spring,2011,2,0,6,0,Clear
2011-02-27,694,1708,2402.0,0.34347826086956523,0.3511086956521739,0.68,0.12524782608695653,Spring,2011,2,0,0,0,Clear
2011-02-28,81,1365,1446.0,0.4072727272727273,0.4001181818181818,0.8763636363636365,0.28968636363636363,Spring,2011,2,0,1,1,Misty
2011-03-01,137,1714,1851.0,0.26666666666666666,0.26387916666666666,0.535,0.216425,Spring,2011,3,0,2,1,Clear
2011-03-02,231,1903,2134.0,0.335,0.32007083333333336,0.4495833333333333,0.30783333333333335,Spring,2011,3,0,3,1,Clear
2011-03-03,123,1562,1685.0,0.19833333333333333,0.20013333333333336,0.3183333333333333,0.22575416666666667,Spring,2011,3,0,4,1,Clear
2011-03-04,214,1730,1944.0,0.26166666666666666,0.2556791666666666,0.6104166666666667,0.20334583333333334,Spring,2011,3,0,5,1,Misty
2011-03-05,640,1437,2077.0,0.3841666666666667,0.37877916666666667,0.7891666666666667,0.2518708333333333,Spring,2011,3,0,6,0,Misty
2011-03-06,114,491,605.0,0.3765217391304348,0.3662521739130435,0.9482608695652174,0.34328695652173913,Spring,2011,3,0,0,0,Misty
2011-03-07,244,1628,1872.0,0.26173913043478264,0.23846086956521736,0.551304347826087,0.34135217391304346,Spring,2011,3,0,1,1,Light Snow/Rain
2011-03-08,316,1817,2133.0,0.2925,0.3024,0.42083333333333334,0.12065,Spring,2011,3,0,2,1,Clear
2011-03-09,191,1700,1891.0,0.29583333333333334,0.2866083333333333,0.7754166666666666,0.22014999999999998,Spring,2011,3,0,3,1,Clear
2011-03-10,46,577,623.0,0.3890909090909091,0.3856681818181818,0.63,0.26187727272727274,Spring,2011,3,0,4,1,Light Snow/Rain
2011-03-11,247,1730,1977.0,0.3165217391304348,0.305,0.6495652173913044,0.2329695652173913,Spring,2011,3,0,5,1,Misty
2011-03-12,724,1408,2132.0,0.32916666666666666,0.32575,0.5945833333333334,0.22077500000000003,Spring,2011,3,0,6,0,Clear
2011-03-13,907,1435,2417.0,0.3843478260869565,0.3800913043478261,0.5273913043478261,0.270604347826087,Spring,2011,3,0,0,0,Clear
2011-03-14,359,1687,2046.0,0.32521739130434785,0.33199999999999996,0.4969565217391304,0.13692608695652173,Spring,2011,3,0,1,1,Clear
2011-03-15,289,1767,2056.0,0.3173913043478261,0.3181782608695652,0.6556521739130435,0.18430869565217395,Spring,2011,3,0,2,1,Clear
2011-03-16,321,1871,2192.0,0.3652173913043478,0.3669304347826087,0.7765217391304348,0.2031173913043478,Spring,2011,3,0,3,1,Light Snow/Rain
2011-03-17,424,2320,2744.0,0.41500000000000004,0.4103333333333334,0.6029166666666667,0.20957916666666665,Spring,2011,3,0,4,1,Clear
2011-03-18,884,2355,3239.0,0.54,0.5270086956521739,0.5252173913043479,0.2310173913043478,Spring,2011,3,0,5,1,Clear
2011-03-19,1157,1693,3117.0,0.4725,0.466525,0.37916666666666665,0.3681666666666667,Spring,2011,3,0,6,0,Misty
2011-03-20,952,1424,2471.0,0.3325,0.32575,0.47375000000000006,0.20772083333333335,Spring,2011,3,0,0,0,Clear
2011-03-21,401,1676,2077.0,0.43043478260869567,0.4097347826086956,0.7373913043478261,0.2887826086956522,Summer,2011,3,0,1,1,Light Snow/Rain
2011-03-22,460,2243,2703.0,0.44166666666666665,0.44064166666666665,0.6245833333333334,0.22575,Summer,2011,3,0,2,1,Clear
2011-03-23,203,1918,2121.0,0.34695652173913044,0.3379391304347826,0.8395652173913043,0.23426086956521738,Summer,2011,3,0,3,1,Light Snow/Rain
2011-03-24,166,1699,1865.0,0.285,0.2708333333333333,0.8058333333333333,0.24378750000000002,Summer,2011,3,0,4,1,Misty
2011-03-25,300,1910,2210.0,0.26416666666666666,0.2563125,0.49499999999999994,0.23072499999999999,Summer,2011,3,0,5,1,Clear
2011-03-26,977,1515,2496.0,0.2658333333333333,0.25757083333333336,0.3941666666666667,0.20957083333333335,Summer,2011,3,0,6,0,Misty
2011-03-27,472,1221,1693.0,0.2530434782608696,0.25033913043478256,0.49391304347826087,0.1843,Summer,2011,3,0,0,0,Misty
2011-03-28,222,1806,2028.0,0.2643478260869565,0.25757391304347826,0.3021739130434783,0.21220434782608696,Summer,2011,3,0,1,1,Clear
2011-03-29,317,2108,2425.0,0.3025,0.2929083333333333,0.31416666666666665,0.2269958333333333,Summer,2011,3,0,2,1,Clear
2011-03-30,168,1368,1536.0,0.3,0.29735,0.6466666666666666,0.1728875,Summer,2011,3,0,3,1,Misty
2011-03-31,179,1506,1685.0,0.26833333333333337,0.257575,0.9183333333333333,0.21764583333333332,Summer,2011,3,0,4,1,Light Snow/Rain
2011-04-01,307,1920,2227.0,0.3,0.2834541666666667,0.6862499999999999,0.2587083333333334,Summer,2011,4,0,5,1,Light Snow/Rain
2011-04-02,898,1354,2252.0,0.315,0.31563749999999996,0.6537499999999999,0.19714583333333335,Summer,2011,4,0,6,0,Misty
2011-04-03,1216,1598,3249.0,0.37833333333333335,0.3787666666666667,0.48,0.1822125,Summer,2011,4,0,0,0,Clear
2011-04-04,734,2381,3115.0,0.5733333333333334,0.5429291666666667,0.42625,0.38557083333333336,Summer,2011,4,0,1,1,Clear
2011-04-05,167,1628,1795.0,0.4141666666666666,0.39835,0.6420833333333333,0.3880666666666666,Summer,2011,4,0,2,1,Clear
2011-04-06,413,2395,2808.0,0.39083333333333337,0.38760833333333333,0.47083333333333327,0.26306250000000003,Summer,2011,4,0,3,1,Clear
2011-04-07,571,2570,3141.0,0.4375,0.43369583333333334,0.6029166666666667,0.1623125,Summer,2011,4,0,4,1,Clear
2011-04-08,172,1299,1471.0,0.3358333333333334,0.32447916666666665,0.83625,0.22699166666666667,Summer,2011,4,0,5,1,Misty
2011-04-09,865,1576,2455.0,0.3425,0.34152916666666666,0.8775,0.13308333333333333,Summer,2011,4,0,6,0,Misty
2011-04-10,1084,1707,2895.0,0.4266666666666667,0.4267375,0.8574999999999999,0.14676666666666668,Summer,2011,4,0,0,0,Misty
2011-04-11,855,2493,3348.0,0.5956521739130435,0.5652173913043478,0.7169565217391304,0.3244739130434783,Summer,2011,4,0,1,1,Clear
2011-04-12,257,1777,2034.0,0.5025000000000001,0.4930541666666666,0.7391666666666666,0.2748791666666667,Summer,2011,4,0,2,1,Misty
2011-04-13,209,1953,2162.0,0.41250000000000003,0.4172833333333334,0.8191666666666667,0.25061666666666665,Summer,2011,4,0,3,1,Misty
2011-04-14,529,2738,3267.0,0.4675,0.46274166666666666,0.5404166666666667,0.1107,Summer,2011,4,0,4,1,Clear
2011-04-15,642,2484,3126.0,0.4466666666666667,0.4419125,0.67125,0.226375,Summer,2011,4,1,5,0,Clear
2011-04-16,121,674,795.0,0.43083333333333335,0.42549166666666666,0.8883333333333333,0.3408083333333333,Summer,2011,4,0,6,0,Misty
2011-04-17,1236,2186,3744.0,0.4566666666666667,0.44569583333333335,0.4795833333333333,0.30349583333333335,Summer,2011,4,0,0,0,Misty
2011-04-18,669,2760,3429.0,0.5125000000000001,0.5031458333333333,0.5425,0.16356666666666667,Summer,2011,4,0,1,1,Clear
2011-04-19,409,2795,3204.0,0.5058333333333334,0.48925833333333335,0.6658333333333334,0.15797083333333334,Summer,2011,4,0,2,1,Clear
2011-04-20,613,3331,3944.0,0.595,0.5643916666666666,0.6141666666666666,0.24192500000000003,Summer,2011,4,0,3,1,Clear
2011-04-21,745,3444,4189.0,0.45916666666666667,0.45389166666666664,0.4070833333333333,0.32525833333333337,Summer,2011,4,0,4,1,Clear
2011-04-22,177,1506,1683.0,0.33666666666666667,0.32195416666666665,0.7295833333333334,0.2195208333333333,Summer,2011,4,0,5,1,Clear
2011-04-23,1170,2574,4036.0,0.46,0.4501208333333333,0.8879166666666666,0.23072499999999999,Summer,2011,4,0,6,0,Misty
2011-04-24,1339,2481,4191.0,0.5816666666666667,0.5517625,0.8108333333333334,0.19217499999999998,Summer,2011,4,0,0,0,Clear
2011-04-25,773,3300,4073.0,0.6066666666666667,0.5745,0.7766666666666667,0.18533333333333335,Summer,2011,4,0,1,1,Light Snow/Rain
2011-04-26,678,3722,4400.0,0.6316666666666667,0.5940833333333333,0.7291666666666666,0.3265,Summer,2011,4,0,2,1,Clear
2011-04-27,547,3325,3872.0,0.62,0.5751416666666667,0.8354166666666667,0.3122,Summer,2011,4,0,3,1,Clear
2011-04-28,569,3489,4058.0,0.6175,0.5789291666666666,0.7008333333333333,0.32090833333333335,Summer,2011,4,0,4,1,Clear
2011-04-29,878,3717,4595.0,0.51,0.4974625,0.45708333333333334,0.24006249999999998,Summer,2011,4,0,5,1,Clear
2011-04-30,1470,3347,5312.0,0.4725,0.4640208333333333,0.5033333333333333,0.235075,Summer,2011,4,0,6,0,Misty
2011-05-01,1129,2213,3351.0,0.45166666666666666,0.4482041666666667,0.7620833333333333,0.10635416666666668,Summer,2011,5,0,0,0,Clear
2011-05-02,847,3554,4401.0,0.5491666666666667,0.5328333333333334,0.73,0.18345416666666667,Summer,2011,5,0,1,1,Clear
2011-05-03,603,3848,4451.0,0.6166666666666667,0.5820791666666666,0.6970833333333334,0.3426666666666667,Summer,2011,5,0,2,1,Misty
2011-05-04,255,2378,2633.0,0.4141666666666666,0.40465,0.7370833333333334,0.3289958333333333,Summer,2011,5,0,3,1,Light Snow/Rain
2011-05-05,614,3819,4433.0,0.45916666666666667,0.4419166666666667,0.44416666666666665,0.29539166666666666,Summer,2011,5,0,4,1,Clear
2011-05-06,894,3714,4608.0,0.4791666666666667,0.4741166666666667,0.59,0.22824583333333334,Summer,2011,5,0,5,1,Clear
2011-05-07,1405,3102,4714.0,0.52,0.5126208333333333,0.54125,0.16045,Summer,2011,5,0,6,0,Clear
2011-05-08,1262,2932,4333.0,0.5283333333333333,0.5189333333333334,0.6316666666666667,0.0746375,Summer,2011,5,0,0,0,Misty
2011-05-09,664,3658,4362.0,0.5325,0.5252458333333333,0.58875,0.17600000000000002,Summer,2011,5,0,1,1,Clear
2011-05-10,694,4076,4803.0,0.5325000000000001,0.5227208333333333,0.4891666666666667,0.11567083333333333,Summer,2011,5,0,2,1,Clear
2011-05-11,550,3632,4182.0,0.5425,0.5284,0.6329166666666667,0.12064166666666666,Summer,2011,5,0,3,1,Misty
2011-05-12,695,4128,4864.0,0.535,0.5233625000000001,0.7475,0.18966666666666665,Summer,2011,5,0,4,1,Misty
2011-05-13,692,3413,4105.0,0.5125000000000001,0.4943,0.8633333333333333,0.17972500000000002,Summer,2011,5,0,5,1,Misty
2011-05-14,902,2507,3409.0,0.5208333333333334,0.5006291666666667,0.9225,0.13495,Summer,2011,5,0,6,0,Misty
2011-05-15,1261,2971,4553.0,0.5625,0.5359999999999999,0.8670833333333333,0.15297916666666667,Summer,2011,5,0,0,0,Misty
2011-05-16,773,3185,3958.0,0.5775,0.5505125,0.7879166666666667,0.12687083333333335,Summer,2011,5,0,1,1,Clear
2011-05-17,678,3423,4123.0,0.5616666666666666,0.5385291666666666,0.8379166666666666,0.2773541666666666,Summer,2011,5,0,2,1,Misty
2011-05-18,536,3319,3855.0,0.55,0.5271583333333333,0.87,0.20149166666666665,Summer,2011,5,0,3,1,Misty
2011-05-19,735,3840,4575.0,0.5308333333333334,0.5107416666666666,0.8295833333333333,0.1082125,Summer,2011,5,0,4,1,Clear
2011-05-20,909,4008,4917.0,0.5366666666666667,0.5290416666666666,0.7195833333333334,0.1250125,Summer,2011,5,0,5,1,Clear
2011-05-21,1568,3547,5805.0,0.6025,0.571975,0.6266666666666666,0.12065,Summer,2011,5,0,6,0,Clear
2011-05-22,1390,3084,4660.0,0.6041666666666666,0.5745,0.7495833333333333,0.14800833333333333,Summer,2011,5,0,0,0,Clear
2011-05-23,836,3438,4274.0,0.6316666666666667,0.5902958333333334,0.8099999999999999,0.23384166666666664,Summer,2011,5,0,1,1,Misty
2011-05-24,659,3833,4492.0,0.66,0.6048125,0.7408333333333333,0.20709166666666667,Summer,2011,5,0,2,1,Misty
2011-05-25,740,4213,4978.0,0.6608333333333333,0.6155416666666667,0.69625,0.15423333333333333,Summer,2011,5,0,3,1,Light Snow/Rain
2011-05-26,758,3919,4677.0,0.7083333333333334,0.6546875,0.6775000000000001,0.1996416666666667,Summer,2011,5,0,4,1,Clear
2011-05-27,871,3808,4679.0,0.6816666666666666,0.6370083333333333,0.6537499999999999,0.24067916666666667,Summer,2011,5,0,5,1,Clear
2011-05-28,1516,2757,4758.0,0.6558333333333334,0.6123791666666666,0.7295833333333334,0.23009166666666667,Summer,2011,5,0,6,0,Clear
2011-05-29,1669,2433,4788.0,0.6675,0.6155499999999999,0.81875,0.2139375,Summer,2011,5,0,0,0,Clear
2011-05-30,1378,2549,4098.0,0.7333333333333334,0.6710916666666668,0.6849999999999999,0.131225,Summer,2011,5,1,1,0,Clear
2011-05-31,673,3309,3982.0,0.775,0.7253833333333333,0.6366666666666666,0.11132916666666666,Summer,2011,5,0,2,1,Clear
2011-06-01,513,3461,3974.0,0.7641666666666667,0.7209666666666666,0.6770833333333334,0.20709166666666667,Summer,2011,6,0,3,1,Clear
2011-06-02,736,4232,4968.0,0.715,0.6439416666666666,0.305,0.2922875,Summer,2011,6,0,4,1,Clear
2011-06-03,898,4414,5312.0,0.62,0.5871333333333333,0.3541666666666667,0.25312083333333335,Summer,2011,6,0,5,1,Clear
2011-06-04,1512,3473,5342.0,0.635,0.5946958333333333,0.45625,0.12314166666666666,Summer,2011,6,0,6,0,Clear
2011-06-05,1489,3221,4906.0,0.6483333333333333,0.6168041666666667,0.6525,0.13869166666666669,Summer,2011,6,0,0,0,Clear
2011-06-06,673,3857,4548.0,0.6783333333333333,0.6218583333333333,0.6,0.12189583333333333,Summer,2011,6,0,1,1,Clear
2011-06-07,763,4070,4833.0,0.7075,0.6559499999999999,0.5979166666666667,0.18780833333333333,Summer,2011,6,0,2,1,Clear
2011-06-08,676,3725,4401.0,0.7758333333333334,0.7272791666666666,0.6220833333333333,0.13681666666666667,Summer,2011,6,0,3,1,Clear
2011-06-09,563,3352,3915.0,0.8083333333333332,0.7575791666666666,0.5683333333333334,0.14988333333333334,Summer,2011,6,0,4,1,Misty
2011-06-10,815,3771,4586.0,0.755,0.7032916666666668,0.605,0.14055416666666667,Summer,2011,6,0,5,1,Light Snow/Rain
2011-06-11,1526,3237,4966.0,0.725,0.6780375,0.6545833333333334,0.15485000000000002,Summer,2011,6,0,6,0,Clear
2011-06-12,1353,2993,4460.0,0.6925,0.643325,0.7479166666666667,0.16356666666666667,Summer,2011,6,0,0,0,Clear
2011-06-13,863,4116,5020.0,0.635,0.6016541666666667,0.4945833333333333,0.30535,Summer,2011,6,0,1,1,Clear
2011-06-14,727,4164,4891.0,0.6041666666666666,0.5915458333333333,0.5070833333333333,0.2692833333333333,Summer,2011,6,0,2,1,Clear
2011-06-15,769,4327,5180.0,0.6266666666666666,0.5877541666666667,0.4716666666666667,0.16791250000000002,Summer,2011,6,0,3,1,Clear
2011-06-16,545,3222,3767.0,0.6283333333333333,0.5953458333333334,0.6883333333333334,0.20647083333333335,Summer,2011,6,0,4,1,Clear
2011-06-17,863,3981,4844.0,0.6491666666666667,0.6003833333333334,0.7358333333333333,0.14302916666666668,Summer,2011,6,0,5,1,Clear
2011-06-18,1476,3312,5119.0,0.6966666666666667,0.6439541666666666,0.6704166666666667,0.11940833333333334,Summer,2011,6,0,6,0,Clear
2011-06-19,1456,3105,4744.0,0.6991666666666667,0.6458458333333333,0.6666666666666666,0.102,Summer,2011,6,0,0,0,Clear
2011-06-20,699,3311,4010.0,0.635,0.5953458333333334,0.74625,0.155475,Summer,2011,6,0,1,1,Clear
2011-06-21,774,4053,4835.0,0.6808333333333333,0.6376458333333334,0.7704166666666666,0.17102499999999998,Fall,2011,6,0,2,1,Clear
2011-06-22,661,3846,4507.0,0.7333333333333334,0.6938291666666667,0.7075,0.17226249999999999,Fall,2011,6,0,3,1,Clear
2011-06-23,746,4044,4790.0,0.7283333333333334,0.6938333333333332,0.7033333333333333,0.23880416666666668,Fall,2011,6,0,4,1,Clear
2011-06-24,969,4022,4991.0,0.7241666666666666,0.6565833333333333,0.5733333333333334,0.222025,Fall,2011,6,0,5,1,Clear
2011-06-25,1536,3420,5202.0,0.695,0.6433125,0.48333333333333334,0.20957083333333335,Fall,2011,6,0,6,0,Clear
2011-06-26,1468,3385,5305.0,0.68,0.6376291666666666,0.5133333333333333,0.09453333333333334,Fall,2011,6,0,0,0,Clear
2011-06-27,854,3826,4708.0,0.6825,0.6370041666666667,0.6583333333333333,0.1075875,Fall,2011,6,0,1,1,Light Snow/Rain
2011-06-28,732,3906,4648.0,0.7441666666666666,0.6925583333333334,0.6341666666666667,0.14428333333333335,Fall,2011,6,0,2,1,Misty
2011-06-29,848,4366,5225.0,0.7283333333333334,0.6546875,0.4979166666666666,0.26182083333333334,Fall,2011,6,0,3,1,Misty
2011-06-30,1027,4476,5515.0,0.6966666666666667,0.6370083333333333,0.43416666666666665,0.1853125,Fall,2011,6,0,4,1,Clear
2011-07-01,1246,4116,5362.0,0.7225,0.6521625,0.39625,0.10260833333333334,Fall,2011,7,0,5,1,Clear
2011-07-02,1665,2915,5119.0,0.7383333333333333,0.6673083333333333,0.44458333333333333,0.1150625,Fall,2011,7,0,6,0,Clear
2011-07-03,1607,2367,4649.0,0.7166666666666667,0.668575,0.6825,0.2288583333333333,Fall,2011,7,0,0,0,Clear
2011-07-04,1865,2978,6043.0,0.7266666666666667,0.6654166666666667,0.6379166666666667,0.08147916666666667,Fall,2011,7,1,1,0,Clear
2011-07-05,1031,3634,4665.0,0.7466666666666667,0.6963374999999999,0.5904166666666667,0.12625833333333333,Fall,2011,7,0,2,1,Misty
2011-07-06,784,3827,4629.0,0.7200000000000001,0.6856333333333332,0.7433333333333333,0.14988333333333334,Fall,2011,7,0,3,1,Clear
2011-07-07,754,3838,4592.0,0.75,0.6868708333333333,0.65125,0.1592,Fall,2011,7,0,4,1,Clear
2011-07-08,692,3348,4040.0,0.7091666666666666,0.6704833333333333,0.7579166666666667,0.22512916666666669,Fall,2011,7,0,5,1,Clear
2011-07-09,1642,3348,5336.0,0.7333333333333334,0.6641583333333333,0.6091666666666666,0.16791250000000002,Fall,2011,7,0,6,0,Misty
2011-07-10,1584,3138,4881.0,0.7475,0.690025,0.5783333333333334,0.18347083333333333,Fall,2011,7,0,0,0,Clear
2011-07-11,723,3363,4086.0,0.7625000000000001,0.7298041666666667,0.6358333333333334,0.28233749999999996,Fall,2011,7,0,1,1,Clear
2011-07-12,662,3596,4258.0,0.7941666666666666,0.739275,0.5591666666666667,0.20025416666666665,Fall,2011,7,0,2,1,Clear
2011-07-13,748,3594,4342.0,0.7466666666666666,0.6894041666666667,0.6316666666666667,0.14613333333333334,Fall,2011,7,0,3,1,Clear
2011-07-14,888,4178,5084.0,0.6808333333333333,0.6351041666666667,0.47625,0.24066666666666667,Fall,2011,7,0,4,1,Clear
2011-07-15,1318,4205,5538.0,0.6633333333333333,0.6243708333333333,0.5912499999999999,0.18283333333333332,Fall,2011,7,0,5,1,Clear
2011-07-16,1693,3505,5923.0,0.6866666666666666,0.6382625,0.5850000000000001,0.20834166666666668,Fall,2011,7,0,6,0,Clear
2011-07-17,1644,3296,5302.0,0.7191666666666667,0.6698333333333334,0.6041666666666666,0.24503333333333333,Fall,2011,7,0,0,0,Clear
2011-07-18,841,3617,4458.0,0.7466666666666667,0.703925,0.65125,0.21580416666666669,Fall,2011,7,0,1,1,Clear
2011-07-19,752,3789,4541.0,0.7766666666666667,0.7474791666666666,0.6504166666666666,0.13060000000000002,Fall,2011,7,0,2,1,Clear
2011-07-20,644,3688,4332.0,0.7683333333333334,0.7468499999999999,0.7070833333333333,0.11381666666666666,Fall,2011,7,0,3,1,Clear
